NAME YEAR DOY YYYY-MM-DD TYPE
KIT3 2012 290 2012-10-16 RSFCYAsau
KIT3 2020 241 2020-08-28 RSFYAsa
KOKB 1996 010 1996-01-10 RSFAsaui
KOKB 1999 204 1999-07-23 RSF
KOKB 2002 092 2002-04-02 RSFsi
KOKB 2002 267 2002-09-24 RSFIAsD
KOKB 2004 139 2004-05-18 Asi
KOKB 2019 088 2019-03-29 RSFCY
KOKV 2013 274 2013-10-01 RSF
KOSG 1994 235 1994-08-23 RSF
KOSG 1994 326 1994-11-22 RSFC
KOSG 1996 025 1996-01-25 RSF
KOSG 2000 328 2000-11-23 RSF
KOSG 2008 241 2008-08-28 RSFYI
KOSG 2011 201 2011-07-20 AD
KOSG 2011 256 2011-09-13 AD
KOUC 2006 136 2006-05-16 RSFIAsDa
KOUC 2009 320 2009-11-16 RSFYAs
KOUC 2014 112 2014-04-22 RSY
KOUG 2011 333 2011-11-29 RSF
KOUG 2018 249 2018-09-06 RSF
KOUR 1997 274 1997-10-01 RSFAsau
KOUR 2000 066 2000-03-06 RSF
KOUR 2002 030 2002-01-30 As
KOUR 2004 274 2004-09-30 RSF
KOUR 2006 285 2006-10-12 RSFYs
KOUR 2007 171 2007-06-20 RSFYs
KOUR 2008 006 2008-01-06 RSFYAs
KOUR 2012 311 2012-11-06 RSFYAsaui
KOUR 2019 282 2019-10-09 RSFAsai
KOUR 2023 088 2023-03-29 RSF
KRGG 2017 025 2017-01-25 Asi
KRGG 2017 033 2017-02-02 Asi
KRGG 2019 163 2019-06-12 RSFY
KSMV 2000 249 2000-09-05 Asi
KSMV 2000 263 2000-09-19 Asi
KSMV 2000 284 2000-10-10 AsDi
KSMV 2999 001 2999-01-01 RSF
KSTU 1999 326 1999-11-22 RSFs
KWJ1 1999 363 1999-12-29 RSF
LAE1 2013 243 2013-08-31 RSF
LAMA 1996 056 1996-02-25 RSFI
LAMA 1996 204 1996-07-22 RSFI
LAMA 1998 115 1998-04-25 RSFI
LAMA 2000 280 2000-10-06 AsD
LAMA 2007 321 2007-11-17 RSFCYAsDui
LAMA 2011 033 2011-02-02 RF
LAMA 2022 048 2022-02-17 RSFYAsDa
LAMA 2024 008 2024-01-08 AsDa
LAMA 2024 103 2024-04-12 AsDa
LAUT 2012 116 2012-04-25 RSFYAsDu
LAUT 2017 076 2017-03-17 Asui
LAUT 2018 290 2018-10-17 RSFI
LHAS 2000 130 2000-05-09 RSF
LHAZ 2003 292 2003-10-19 RSFI
LHAZ 2006 136 2006-05-16 RSF
LHAZ 2013 255 2013-09-12 AD
LHAZ 2014 042 2014-02-11 AD
LHAZ 2016 076 2016-03-16 RSFYIAsD
LMMF 2009 286 2009-10-13 RSFYAsDau
LMMF 2011 307 2011-11-03 RS
LMMF 2013 175 2013-06-24 As
LMMF 2019 107 2019-04-17 RS
LPAL 2008 191 2008-07-09 RSFYAsD
LPAL 2022 095 2022-04-05 RSFYAsDau
LPGS 1999 252 1999-09-09 RSF
LPGS 2000 250 2000-09-06 RSF
LPGS 2012 075 2012-03-15 RSFYAsu
LPGS 2012 277 2012-10-03 RSFYAsa
LPGS 2016 343 2016-12-08 RSFYAsi
LPGS 2020 043 2020-02-12 R
LPGS 2021 132 2021-05-12 As
M0SE 2007 170 2007-06-19 RSFYAsD
M0SE 2012 103 2012-04-12 RSFCYAsD
M0SE 2023 289 2023-10-16 RF
MAC1 1999 238 1999-08-26 RSF
MAC1 2001 004 2001-01-04 RSFI
MAC1 2005 111 2005-04-21 RSFI
MAC1 2006 094 2006-04-04 RSF
MAC1 2009 078 2009-03-19 RSFYI
MAC1 2009 145 2009-05-25 RSFYI
MAC1 2011 113 2011-04-23 RSFY
MAC1 2016 334 2016-11-29 RSFYAsDui
MAD2 2004 334 2004-11-29 RSF
MADR 1996 269 1996-09-25 AsDaui
MADR 1999 230 1999-08-18 RSF
MADR 2014 015 2014-01-15 RSFCYI
MAJU 2012 085 2012-03-25 RSFYAsDuil
MAJU 2013 286 2013-10-13 SFYIAsuil
MAJU 2015 161 2015-06-10 RSFAsul
MAJU 2024 144 2024-05-23 RSFYI
MAL2 2008 255 2008-09-11 As
MAL2 2013 094 2013-04-04 As
MAL2 2013 301 2013-10-28 RSFYI
MAL2 2019 245 2019-09-02 RSF
MALI 1997 296 1997-10-23 RSFAsaui
MALI 2001 116 2001-04-26 RSFI
MANA 2012 035 2012-02-04 RSFC
MANA 2020 035 2020-02-04 ADl
MANA 2024 129 2024-05-08 RSFYADi
MAS1 1996 107 1996-04-16 RSF
MAS1 1999 074 1999-03-15 RSF
MAS1 2000 326 2000-11-21 RSF
MAS1 2008 189 2008-07-07 RSFYAs
MAS1 2012 170 2012-06-18 As
MAS1 2012 271 2012-09-27 RSFY
MAS1 2019 288 2019-10-15 RSF
MAT1 2009 154 2009-06-03 RSFYAsi
MAT1 2017 185 2017-07-04 RSFYIAsai
MATE 1996 183 1996-07-01 RSFI
MATE 1996 190 1996-07-08 Asau
MATE 1999 169 1999-06-18 RSFCIAs
MATE 2008 326 2008-11-21 RSFY
MATE 2008 329 2008-11-24 Asi
MATE 2017 185 2017-07-04 RSFYAsa
MAUI 2012 122 2012-05-01 RSFC
MAUI 2024 135 2024-05-14 RSFC
MAW1 1999 234 1999-08-22 RSFI
MAW1 1999 294 1999-10-21 RSF
MAW1 2000 063 2000-03-03 RSF
MAW1 2004 342 2004-12-07 RSF
MAW1 2006 358 2006-12-24 RSF
MAW1 2009 006 2009-01-06 RSFY
MAW1 2018 058 2018-02-27 RSFY
MBAR 2008 085 2008-03-25 RSF
MBAR 2011 269 2011-09-26 RSFY
MBAR 2018 303 2018-10-30 RSFY
MCIL 2008 237 2008-08-24 RSF
MCIL 2013 017 2013-01-17 RSFAs
MCIL 2015 057 2015-02-26 ADi
MCIL 2021 073 2021-03-14 RS
MCM4 2002 003 2002-01-03 RSF
MCM4 2006 138 2006-05-18 RSFI
MCM4 2007 309 2007-11-05 RSF
MCM4 2017 339 2017-12-05 RSFCYI
MCM4 2024 330 2024-11-25 RSFYI
MDO1 2007 038 2007-02-07 RSF
MDO1 2013 053 2013-02-22 ADi
MDO1 2013 221 2013-08-09 AD
MDO1 2013 345 2013-12-11 AsDui
MDO1 2014 132 2014-05-12 AsDu
MDO1 2014 246 2014-09-03 AD
MDO1 2015 028 2015-01-28 AsDu
MDO1 2017 044 2017-02-13 RSFCYI
MDO1 2019 269 2019-09-26 Asl
MDO1 2020 029 2020-01-29 RSFY
MDVJ 2008 268 2008-09-24 RSFI
MDVJ 2025 161 2025-06-10 RSFY
MEDI 2001 092 2001-04-02 RSFCAsi
MEDI 2016 245 2016-09-01 RSFYAsai
MEDI 2018 290 2018-10-17 ADi
METS 1995 119 1995-04-29 RSF
METS 2000 144 2000-05-23 RSFI
METS 2010 231 2010-08-19 Asail
METS 2013 179 2013-06-28 As
METS 2016 316 2016-11-11 RSF
METS 2018 067 2018-03-08 RSF
METZ 2000 043 2000-02-12 RSFC
MGUE 2013 301 2013-10-28 RSFY
MGUE 2019 119 2019-04-29 RSF
MIZU 2005 193 2005-07-12 RSFIAsDui
MIZU 2006 255 2006-09-12 AD
MIZU 2014 323 2014-11-19 RSFYAsai
MIZU 2019 143 2019-05-23 RSYI
MIZU 2019 260 2019-09-17 RSFIAsa
MIZU 2021 113 2021-04-23 RSF
MKEA 2000 117 2000-04-26 RSFI
MKEA 2008 308 2008-11-03 RSFI
MKEA 2015 023 2015-01-23 AsDuil
MKEA 2015 096 2015-04-06 RSFCYI
MKEA 2019 351 2019-12-17 RSFi
MKEA 2020 014 2020-01-14 AD
MKEA 2020 023 2020-01-23 AD
MNLS 2004 274 2004-09-30 RSFAsDai
MNLS 2006 284 2006-10-11 RSFYAs
MNLS 2014 111 2014-04-21 RS
MNLS 2016 231 2016-08-18 As
MNLS 2022 277 2022-10-04 RSFIAs
MOBJ 2007 053 2007-02-22 Asi
MOBJ 2009 084 2009-03-25 RF
MOBS 2007 171 2007-06-20 RSF
MOBS 2008 321 2008-11-16 RSFY
MOBS 2016 007 2016-01-07 RSFY
MOBS 2021 111 2021-04-21 RSFY
MOBS 2021 300 2021-10-27 Asu
MONP 1994 201 1994-07-20 SIAs
MONP 1994 279 1994-10-06 SAsu
MONP 1995 169 1995-06-18 SAsu
MONP 1995 213 1995-08-01 SFAsu
MONP 2000 082 2000-03-22 AsDul
MONP 2011 210 2011-07-29 RSF
MORP 1999 347 1999-12-13 RSFI
MORP 2007 119 2007-04-29 RSF
MORP 2011 286 2011-10-13 RSFI
MQZG 2001 246 2001-09-03 RSFAsDu
MQZG 2005 059 2005-02-28 RSFCIAsDau
MQZG 2011 040 2011-02-09 RSFCYIAs
MQZG 2020 029 2020-01-29 RSFAs
MRO1 2024 030 2024-01-30 RSFCI
MTKA 2017 135 2017-05-15 RSF
NAIN 2019 280 2019-10-07 RSFY
NAIN 2022 272 2022-09-29 Asui
NAIN 2023 306 2023-11-02 RSFCY
NANO 2001 312 2001-11-08 RSFC
NANO 2002 291 2002-10-18 RSF
NANO 2003 009 2003-01-09 RSFAsDune
NANO 2008 344 2008-12-09 RSFY
NANO 2009 268 2009-09-25 FAsDu
NANO 2018 045 2018-02-14 RSFCYAsDu
NAUR 2010 195 2010-07-14 RSFY
NAUR 2010 196 2010-07-15 AsDul
NAUR 2010 345 2010-12-11 AD
NAUR 2011 010 2011-01-10 AD
NAUR 2015 146 2015-05-26 RSFY
NAUR 2023 116 2023-04-26 RSFC
NICO 2000 060 2000-02-29 RSF
NICO 2008 162 2008-06-10 RSFYAsDui
NICO 2013 197 2013-07-16 RSFYAsD
NICO 2013 330 2013-11-26 RSF
NICO 2019 312 2019-11-08 RSFI
NIST 2022 165 2022-06-14 RSFCY
NIST 2022 168 2022-06-17 Asa
NIUM 2014 072 2014-03-13 RSFCYAsau
NIUM 2022 346 2022-12-12 RSF
NIUM 2024 058 2024-02-27 Asl
NKLG 2010 123 2010-05-03 RSFYAsDunel
NKLG 2011 146 2011-05-26 RSF
NKLG 2019 233 2019-08-21 RSFY
NLIB 2005 086 2005-03-27 RSFI
NLIB 2009 264 2009-09-21 RSF
NLIB 2009 320 2009-11-16 AsDuil
NLIB 2010 348 2010-12-14 ADul
NLIB 2010 349 2010-12-15 ADl
NLIB 2018 165 2018-06-14 RSFCYIAs
NNOR 2012 276 2012-10-02 RSFYAsau
NNOR 2018 340 2018-12-06 RSF
NNOR 2019 298 2019-10-25 RSFYAsa
NOT1 2017 284 2017-10-11 RSFYAsa
NOT1 2024 200 2024-07-18 ADi
NOTO 1998 210 1998-07-29 RSFAs
NOUM 2000 143 2000-05-22 RSFYI
NOUM 2000 194 2000-07-12 RSF
NOUM 2001 327 2001-11-23 RSFCYAsa
NRC1 1996 354 1996-12-19 RSF
NRC1 1999 035 1999-02-04 RS
NRC1 1999 242 1999-08-30 RSFI
NRC1 2003 339 2003-12-05 RS
NRC1 2004 042 2004-02-11 RSs
NRC1 2008 074 2008-03-14 RSF
NRC1 2012 285 2012-10-11 RSFCYI
NRIL 2005 314 2005-11-10 RSF
NRMD 2009 274 2009-10-01 As
NRMD 2009 275 2009-10-02 RSFY
NRMD 2014 097 2014-04-07 RSY
NSSP 2003 038 2003-02-07 RSFAs
NTUS 1999 245 1999-09-02 RSF
NTUS 2006 307 2006-11-03 RSFY
NTUS 2007 136 2007-05-16 As
NTUS 2018 108 2018-04-18 RSFYIAsDa
NURK 2010 228 2010-08-16 RSFYAsa
NVSK 2016 076 2016-03-16 RSFYAsau
NVSK 2021 199 2021-07-18 RSF
NYA1 1999 152 1999-06-01 AsD
NYA1 1999 239 1999-08-27 RSF
NYA1 2009 133 2009-05-13 RSFC
NYA1 2021 238 2021-08-26 RSFY
NYAL 1999 225 1999-08-13 RSFC
NYAL 2009 132 2009-05-12 RSFC
NYAL 2019 281 2019-10-08 RSFY
OHI2 2002 050 2002-02-19 AD
OHI2 2007 316 2007-11-12 RSFY
OHI2 2009 030 2009-01-30 AsDu
OHI2 2014 061 2014-03-02 RSFYAsDu
OHI3 2004 075 2004-03-15 RSFI
OHI3 2006 018 2006-01-18 RF
OHI3 2009 327 2009-11-23 RSFI
OHI3 2010 022 2010-01-22 AsDu
OHI3 2012 040 2012-02-09 RSF
OHI3 2013 271 2013-09-28 Asi
OHI3 2014 060 2014-03-01 RSF
OHI3 2019 042 2019-02-11 RSFI
OHIG 2000 045 2000-02-14 RSF
OHIG 2000 276 2000-10-02 RSF
OHIG 2001 040 2001-02-09 RSFI
OHIG 2002 047 2002-02-16 ADi
ONSA 1999 032 1999-02-01 RSFCIAsDil
ONSA 2003 231 2003-08-19 RSFY
ONSA 2004 070 2004-03-10 RSF
ONSA 2013 240 2013-08-28 ADi
ONSA 2013 310 2013-11-06 ADi
ONSA 2015 125 2015-05-05 RSF
ONSA 2019 092 2019-04-02 RSFY
OS0G 1999 032 1999-02-01 AsD
OS0G 1999 348 1999-12-14 RSFCI
OUS2 2006 169 2006-06-18 RSFIAsD
OUS2 2006 239 2006-08-27 AD
OUS2 2011 174 2011-06-23 RSFYAsa
OUS2 2019 267 2019-09-24 RSFYAsai
OUS2 2021 123 2021-05-03 RSF
PADO 2002 213 2002-08-01 RSC
PADO 2002 303 2002-10-30 RSF
PADO 2007 095 2007-04-05 RSFC
PADO 2013 256 2013-09-13 RSFYIAs
PADO 2017 325 2017-11-21 RSFYAsD
PADO 2020 328 2020-11-23 RSFAsDa
PALM 2017 255 2017-09-12 RSFCY
PALM 2022 006 2022-01-06 RSFYI
PALV 2014 267 2014-09-24 RSFI
PARC 2006 235 2006-08-23 RSFCI
PARC 2009 305 2009-11-01 RSFCAsDa
PARC 2020 072 2020-03-12 RSFCY
PARK 2016 130 2016-05-09 RSFY
PARK 2020 316 2020-11-11 RSFI
PARK 2022 252 2022-09-09 Asu
PBRI 2020 258 2020-09-14 RSFCY
PDEL 2002 352 2002-12-18 RSF
PDEL 2008 096 2008-04-05 RSFYAs
PDEL 2021 287 2021-10-14 RSFYAs
PENC 2003 140 2003-05-20 RSFAsa
PENC 2007 176 2007-06-25 RSFYIAsDai
PERT 2001 157 2001-06-06 RSFs
PERT 2003 155 2003-06-04 RSFAs
PERT 2007 334 2007-11-30 RSF
PERT 2008 009 2008-01-09 RSF
PERT 2012 005 2012-01-05 RSFY
PERT 2012 297 2012-10-23 As
PERT 2022 045 2022-02-14 RSFI
PETP 1999 207 1999-07-26 RSFI
PFA2 2009 125 2009-05-05 RSF
PFA2 2009 202 2009-07-21 RSF
PFA2 2017 285 2017-10-12 RSFC
PIE1 1999 152 1999-06-01 AD
PIE1 2004 218 2004-08-05 RSFCI
PIE1 2007 023 2007-01-23 As
PIE1 2013 297 2013-10-24 RSFY
PIE1 2020 164 2020-06-12 RSF
PIE1 2020 307 2020-11-02 RSFYI
PIE1 2025 232 2025-08-20 RSFI
PIMO 2001 249 2001-09-06 RSFAs
PIMO 2008 137 2008-05-16 RSFI
PIMO 2014 015 2014-01-15 RSFCY
PIMO 2023 312 2023-11-08 RSFYI
POHN 2011 341 2011-12-07 RSFYAsDi
POHN 2017 349 2017-12-15 Asu
POHN 2018 220 2018-08-08 RSFYI
POL2 1999 141 1999-05-21 RSFIAs
POL2 1999 175 1999-06-24 RSFIAs
POL2 2001 317 2001-11-13 RSFAs
POL2 2009 295 2009-10-22 RSFCI
POL2 2009 296 2009-10-23 Asi
POL2 2018 219 2018-08-07 RSFCYI
POLV 2013 044 2013-02-13 RSFYAsauil
POLV 2021 334 2021-11-30 RSFYAsD
POTS 1999 231 1999-08-19 RSF
POTS 2009 089 2009-03-30 RSF
POTS 2011 046 2011-02-15 RSFYAsau
POTS 2018 198 2018-07-17 RSYIAs
POVE 2007 085 2007-03-26 RSFY
POVE 2015 202 2015-07-21 RSFAsi
POVE 2018 136 2018-05-16 RSFYAsa
PRDS 1997 204 1997-07-23 RS
PRDS 1999 175 1999-06-24 RSF
PRDS 2006 190 2006-07-09 RSs
PRDS 2012 209 2012-07-27 RSFCYIs
PRDS 2016 161 2016-06-09 RSFYI
PRDS 2018 144 2018-05-24 RSF
PTAG 2016 067 2016-03-07 RSF
PTAG 2016 224 2016-08-11 RSFY
PTAG 2017 025 2017-01-25 AsD
PTBB 2002 078 2002-03-19 RSFAsDu
PTBB 2006 206 2006-07-25 RSF
PTBB 2006 317 2006-11-13 RSF
PTBB 2019 085 2019-03-26 RSFYIAsDu
PTVL 2018 023 2018-01-23 FAsl
PTVL 2022 343 2022-12-09 RSFYI
PVEP 1993 299 1993-10-26 RSFI
PVEP 1993 314 1993-11-10 RSF
PVEP 1998 003 1998-01-03 AsDui
PVEP 1998 013 1998-01-13 RSF
QAQ1 2003 238 2003-08-26 AD
QAQ1 2003 272 2003-09-29 AD
QAQ1 2003 364 2003-12-30 As
QAQ1 2005 213 2005-08-01 RSF
QAQ1 2006 054 2006-02-23 RSF
QAQ1 2014 278 2014-10-05 RSFCY
QAQ1 2019 172 2019-06-21 RSFY
QAQ1 2019 297 2019-10-24 RS
QUIN 1993 258 1993-09-15 SAsD
QUIN 2003 188 2003-07-07 RSF
QUIN 2008 357 2008-12-22 As
QUIN 2010 126 2010-05-06 ADi
QUIN 2010 224 2010-08-12 ADi
QUIN 2017 242 2017-08-30 RSFCY
RABT 2009 035 2009-02-04 RSFI
RABT 2019 169 2019-06-18 RSFCY
RAMO 2000 199 2000-07-17 As
RAMO 2007 047 2007-02-16 RSF
RAMO 2011 124 2011-05-04 RSFY
RBAY 2012 337 2012-12-02 RSFCYIAsDui
RBAY 2021 316 2021-11-12 RSF
RECF 2007 127 2007-05-07 RSFYAsau
RECF 2012 241 2012-08-28 RSFAsal
RESO 2003 146 2003-05-26 RSF
RESO 2018 327 2018-11-23 RSFY
RESO 2024 166 2024-06-14 FYAs
REUN 2008 140 2008-05-19 RSFY
REUN 2008 338 2008-12-03 RSFCYAsai
REUN 2011 168 2011-06-17 RS
REUN 2020 044 2020-02-13 RSF
REYK 2000 193 2000-07-11 RSF
REYK 2007 262 2007-09-19 RSFYIAsDu
REYK 2007 263 2007-09-20 AD
REYK 2008 073 2008-03-13 AsDui
REYK 2013 122 2013-05-02 RSFYIAsD
REYK 2019 134 2019-05-14 RSFYIu
REYZ 2004 279 2004-10-05 RSF
RGDG 2019 339 2019-12-05 RSF
RIGA 1996 088 1996-03-28 RSFAs
RIGA 2005 013 2005-01-13 RSFCAs
RIGA 2006 140 2006-05-20 As
RIGA 2006 168 2006-06-17 RSFC
RIGA 2007 008 2007-01-08 RSFC
RIGA 2007 144 2007-05-24 RSFC
RIGA 2007 253 2007-09-10 RSFC
RIGA 2007 340 2007-12-06 RSFAsD
RIGA 2013 345 2013-12-11 RSFCYIAsDi
RIGA 2025 217 2025-08-05 RSFY
RIO2 2012 283 2012-10-09 RSFYAsDau
RIO2 2020 050 2020-02-19 RSFYAsau
RIO2 2020 052 2020-02-21 RSFY
RIO2 2020 182 2020-06-30 RSFY
RIOP 2001 364 2001-12-30 RSFC
RIOP 2002 224 2002-08-12 As
RIOP 2009 181 2009-06-30 RSFAsa
ROSA 2007 319 2007-11-15 RSFYAs
ROSA 2023 095 2023-04-05 RSFYAsDa
SALU 2013 162 2013-06-11 RSFAsa
SALU 2018 099 2018-04-09 RSFYAsa
SAMO 2012 122 2012-05-01 RSFYAsDu
SAMO 2017 277 2017-10-04 Asu
SAMO 2022 329 2022-11-25 RSFY
SANT 1996 199 1996-07-17 RSFCAsDaui
SANT 1998 315 1998-11-11 RS
SANT 1999 103 1999-04-13 RSF
SANT 1999 130 1999-05-10 RS
SANT 1999 306 1999-11-02 RSF
SANT 2000 349 2000-12-14 RSF
SANT 2007 347 2007-12-13 RSFI
SANT 2016 323 2016-11-18 AsD
SANT 2017 006 2017-01-06 As
SANT 2018 110 2018-04-20 RSFCY
SANT 2020 240 2020-08-27 RSFY
SAVO 2018 109 2018-04-19 As
SAVO 2018 129 2018-05-09 RSFY
SCH2 1999 216 1999-08-04 RSF
SCH2 2008 001 2008-01-01 RS
SCH2 2008 280 2008-10-06 As
SCH2 2009 313 2009-11-09 RSFY
SCH2 2011 122 2011-05-02 RSFCI
SCH2 2019 092 2019-04-02 RSFYI
SCOR 2005 180 2005-06-29 RSF
SCOR 2005 332 2005-11-28 RSF
SCOR 2017 193 2017-07-12 RSFY
SCOR 2018 100 2018-04-10 RSFY
SCOR 2021 252 2021-09-09 AsDa
SCRZ 2012 321 2012-11-16 RSFCYAs
SCTB 2010 298 2010-10-25 RSFCYAs
SCTB 2019 305 2019-11-01 RSFIAs
SCUB 1996 173 1996-06-21 SAs
SCUB 1998 026 1998-01-26 RSFAsD
SCUB 2014 352 2014-12-18 RSFCYAsDa
SELE 2008 189 2008-07-07 RSFCAsD
SEY1 2003 037 2003-02-06 RSFCIAs
SEY1 2006 324 2006-11-20 SAs
SEY1 2011 214 2011-08-02 SIAsDl
SEY1 2013 037 2013-02-06 RSFY
SEYG 2020 257 2020-09-13 RSFY
SFER 1997 365 1997-12-31 Asi
SFER 1998 035 1998-02-04 Asi
SFER 1998 153 1998-06-02 RSFCAsi
SFER 2002 063 2002-03-04 RSsi
SFER 2005 332 2005-11-28 RSF
SFER 2014 030 2014-01-30 RSFYAsa
SFER 2019 017 2019-01-17 Asal
SFER 2023 046 2023-02-15 RSFY
SHAO 2006 238 2006-08-26 RSFI
SIO3 1993 189 1993-07-08 RSFAsu
SIO3 1993 218 1993-08-06 RSFAs
SIO3 1993 222 1993-08-10 RSFAs
SIO3 1993 309 1993-11-05 RSFI
SIO3 1994 138 1994-05-18 As
SIO3 1994 148 1994-05-28 SAs
SIO3 1994 285 1994-10-12 SAs
SIO3 1995 207 1995-07-26 Asui
SIO3 2000 103 2000-04-12 AsDul
SMST 2016 047 2016-02-16 RSF
SMST 2016 272 2016-09-28 Asl
SMST 2020 049 2020-02-18 AD
SOFI 2000 330 2000-11-25 RSF
SOFI 2005 157 2005-06-06 RSFYI
SOFI 2010 119 2010-04-29 RSFIAsDi
SOFI 2021 039 2021-02-08 RSFY
SOL1 1996 065 1996-03-05 RSF
SOL1 2003 323 2003-11-19 RSFIu
SOLA 2004 139 2004-05-18 ADi
SOLA 2010 052 2010-02-21 RSF
SPT0 2001 248 2001-09-05 RSFYI
SPT0 2008 127 2008-05-06 RSFY
SPT0 2012 016 2012-01-16 RSFYI
SPT0 2016 236 2016-08-23 As
SPT0 2019 092 2019-04-02 RSFY
SPT0 2020 226 2020-08-13 Asi
SSIA 2007 081 2007-03-22 RSFCs
SSIA 2012 065 2012-03-05 RSFC
SSIA 2019 151 2019-05-31 SFAsDi
STHL 2017 034 2017-02-03 RSFC
STJO 1994 056 1994-02-25 RSF
STJO 1994 073 1994-03-14 Asau
STJO 1997 030 1997-01-30 RS
STJO 1999 039 1999-02-08 RS
STJO 1999 210 1999-07-29 RSFI
STJO 1999 212 1999-07-31 RSFI
STJO 1999 217 1999-08-05 RSF
STJO 2003 251 2003-09-08 RS
STJO 2010 077 2010-03-18 RS
STJO 2013 031 2013-01-31 RSFCYIsi
STJO 2017 272 2017-09-29 RSFYu
STJO 2017 289 2017-10-16 RSFY
STJO 2023 122 2023-05-02 RSF
STJO 2023 123 2023-05-03 Asi
STK2 2011 341 2011-12-07 RSFAs
STK2 2012 045 2012-02-14 AD
STK2 2020 295 2020-10-21 RSF
STR1 1998 268 1998-09-25 As
STR1 1999 019 1999-01-19 AD
STR1 1999 174 1999-06-23 Asu
STR1 1999 323 1999-11-19 RSF
STR1 2000 241 2000-08-28 RS
STR1 2003 018 2003-01-18 RSFAsui
STR1 2006 119 2006-04-29 RSFI
STR1 2008 295 2008-10-21 RSFYI
STR1 2016 258 2016-09-14 RSFY
STR2 2003 018 2003-01-18 AsDui
STR2 2003 335 2003-12-01 RSFF
STR2 2008 043 2008-02-12 RSF
STR2 2011 342 2011-12-08 RSFAsDui
STR2 2013 032 2013-02-01 RSFY
STR2 2017 331 2017-11-27 FIAsau
STR2 2020 030 2020-01-30 RSF
SUTH 2002 058 2002-02-27 RSFIAs
SUTH 2004 153 2004-06-01 SFAs
SUTH 2017 303 2017-10-30 RSFCYI
SUTM 2013 127 2013-05-07 RSFYIAsau
SUTM 2019 130 2019-05-10 RSFYIAs
SUWN 2000 045 2000-02-14 RSFAs
SUWN 2005 026 2005-01-26 RSFC
SUWN 2013 206 2013-07-25 RSFYA
SUWN 2018 036 2018-02-05 AD
SVTL 1997 140 1997-05-20 RSF
SVTL 1997 150 1997-05-30 RSFC
SVTL 2004 336 2004-12-01 RSFIADuil
SVTL 2008 297 2008-10-23 RSFYAsDi
SVTL 2014 093 2014-04-03 RSF
SVTL 2019 276 2019-10-03 RSFYAsD
SYDN 2016 284 2016-10-10 RSFCY
SYDN 2021 128 2021-05-08 RSF
SYOG 2000 034 2000-02-03 RSFI
SYOG 2007 025 2007-01-25 RSFI
SYOG 2013 357 2013-12-23 RSFCYAsDi
SYOG 2014 033 2014-02-02 AD
SYOG 2020 017 2020-01-17 RSFYAs
TABL 1995 292 1995-10-19 SFAsDi
TABL 2012 048 2012-02-17 RSFCIAsDil
TABL 2013 325 2013-11-21 RSFYAsDau
TABV 1995 292 1995-10-19 AsDi
TABV 2011 315 2011-11-11 RSF
TABV 2012 048 2012-02-17 AsD
TABV 2013 247 2013-09-04 As
TABV 2013 325 2013-11-21 AsDui
TASH 2010 142 2010-05-22 RSFYI
TASH 2010 256 2010-09-13 Asau
TASH 2020 268 2020-09-24 RSFYAsa
TCMS 2002 234 2002-08-22 FAD
TCMS 2019 306 2019-11-02 RSF
TCMS 2021 172 2021-06-21 RSF
TEHN 2004 016 2004-01-16 RSFAsD
TEHN 2016 145 2016-05-24 RSFYAsDa
TEHN 2022 109 2022-04-19 RSFYAsDl
THTG 2012 065 2012-03-05 RSF
THTG 2019 064 2019-03-05 RSFY
THTI 2004 012 2004-01-12 RSFAsl
THTI 2010 328 2010-11-24 RSFYI
THTI 2022 340 2022-12-06 RSFY
THU2 2000 322 2000-11-17 ADi
THU2 2006 068 2006-03-09 RSF
THU2 2013 078 2013-03-19 RSF
THU2 2018 239 2018-08-27 RSFY
THU2 2019 123 2019-05-03 RSFY
THU2 2020 290 2020-10-16 RSFY
THU2 2025 233 2025-08-21 AsDau
THU3 2008 046 2008-02-15 RSF
THU3 2009 120 2009-04-30 RSFI
TID1 1999 272 1999-09-29 RSF
TID1 2005 170 2005-06-19 RSF
TID1 2009 118 2009-04-28 RSFY
TID1 2016 083 2016-03-23 AD
TID1 2017 124 2017-05-04 RSFY
TIDB 1996 177 1996-06-25 FIAsDaui
TIDB 1999 231 1999-08-19 RSF
TIDB 2010 185 2010-07-04 RSFCI
TIDB 2016 083 2016-03-23 ADi
TITZ 2008 051 2008-02-20 AsDi
TITZ 2011 068 2011-03-09 AsDuil
TIXI 1999 089 1999-03-30 RSFI
TIXI 2002 072 2002-03-13 AD
TIXI 2002 286 2002-10-13 ADi
TIXI 2010 293 2010-10-20 RSFYIAsDi
TLSE 2003 258 2003-09-15 RSFs
TLSE 2003 335 2003-12-01 As
TLSE 2009 344 2009-12-10 RSFIu
TLSE 2010 055 2010-02-24 As
TLSE 2011 108 2011-04-18 RSF
TLSE 2022 264 2022-09-21 RSFY
TN22 2024 144 2024-05-23 RSFAs
TNML 2002 206 2002-07-25 AD
TNML 2019 198 2019-07-17 RSFYAsa
TONG 2011 250 2011-09-07 RSFYAsu
TONG 2016 173 2016-06-21 ADi
TONG 2017 158 2017-06-07 RSFYI
TONG 2025 302 2025-10-29 Asu
TOW2 1999 330 1999-11-26 RSF
TOW2 2002 273 2002-09-30 RSFI
TOW2 2008 272 2008-09-28 RSFY
TOW2 2011 266 2011-09-23 AsDui
TOW2 2015 236 2015-08-24 RSFY
