name __tbegin__ ___tend___ _____mean____ ______se_____ _np_
BJFS 2004-02-16 2008-01-19    0.77583597    0.01278510 1305
BJFS 2008-01-20 2025-12-30    0.26888939    0.00604584 5686
BJNM 2014-01-02 2014-12-30    0.63561630    0.02600899  299
BJNM 2015-01-02 2015-12-02    0.40284986    0.03490493  217
BJNM 2015-12-03 2018-03-11    0.62184012    0.01578886  549
BJNM 2018-03-12 2020-07-04    0.70873120    0.02045347  400
BNDY 2008-01-05 2025-12-30   -0.07401083    0.01342379 5266
BOAV 2014-01-02 2015-06-02    0.29877418    0.04541278  487
BOAV 2015-06-03 2020-04-04    0.69128076    0.03943870  647
BOAV 2020-04-05 2022-12-01    0.08536398    0.03706117  775
BOAV 2022-12-02 2024-02-05   -0.82775532    0.05128875  353
BOAV 2024-02-06 2025-12-30   -0.24283852    0.04278409  532
BOGO 2014-01-02 2016-12-11    0.11357051    0.01241495 1061
BOGO 2016-12-12 2025-12-30    0.43608351    0.00736001 2999
BOGT 1994-11-05 1998-05-23    0.41373074    0.04337628  298
BOGT 1998-05-24 2019-04-12   -0.63158064    0.01015382 5544
BOGT 2019-04-13 2019-09-27    0.07650620    0.05404133  166
BOGT 2019-09-28 2025-12-30   -0.74329555    0.01604914 2226
BOR1 1994-09-29 1999-03-31    0.59478707    0.01118458 1596
BOR1 1999-04-01 2009-02-10    0.33491897    0.00786841 3397
BOR1 2009-02-11 2016-07-22    0.12163258    0.00886108 2622
BOR1 2016-07-23 2023-03-21    0.42415508    0.00935031 2327
BOR1 2023-03-22 2025-12-30    0.63000658    0.01488501  989
BRAZ 1995-04-21 1999-11-23    0.48031479    0.03063340  687
BRAZ 1999-11-24 2003-10-21   -0.32640799    0.02374271 1184
BRAZ 2003-10-22 2005-10-21   -0.91038275    0.03235396  660
BRAZ 2005-10-22 2017-09-27   -0.21907557    0.01344129 3715
BRAZ 2017-09-28 2025-12-30   -0.60875325    0.01580263 2789
BREW 2001-11-17 2004-11-30    0.14726068    0.01601314 1083
BREW 2004-12-01 2025-12-30   -0.10129076    0.00810785 4211
BRFT 2005-09-18 2007-01-23   -1.20875175    0.05137220  481
BRFT 2007-01-24 2020-06-27   -0.20626553    0.02028741 3204
BRFT 2020-06-28 2025-08-25   -0.90666170    0.03275718 1247
BRMU 1994-01-06 1998-03-20   -0.29045561    0.02349706 1350
BRMU 1998-03-21 2000-12-20   -0.61638797    0.02925279  933
BRMU 2000-12-21 2010-06-07   -0.29893233    0.01576018 3088
BRMU 2010-06-08 2020-09-13    0.11300654    0.01500663 3433
BRST 2014-01-02 2016-10-02   -0.26294482    0.01727224  976
BRST 2016-10-03 2025-12-30    0.31152226    0.00946307 3271
BRUS 1994-04-27 1997-05-14    0.18456847    0.01561823 1076
BRUS 1997-05-15 1998-12-01    0.46676107    0.02356187  548
BRUS 1998-12-02 2004-01-04    0.25295524    0.01236042 1730
BRUS 2004-01-05 2004-11-19    0.00947913    0.02958487  319
BRUS 2004-11-20 2012-02-13    0.38992559    0.01005100 2570
BRUX 2012-02-11 2016-11-23    0.41827927    0.01299665 1657
BRUX 2016-11-24 2022-11-03    0.60433294    0.01151490 2028
BRUX 2022-11-04 2025-12-30    0.40056390    0.01558510 1117
BSHM 2000-11-20 2001-11-24    0.17911903    0.04586934  204
BSHM 2001-11-25 2017-09-13   -0.10222074    0.01175961 3379
BSHM 2017-09-14 2018-10-30    0.47792892    0.04307128  275
BSHM 2018-10-31 2025-12-30    0.14829424    0.01620544 1827
BUE2 2005-10-21 2010-08-19    0.24515185    0.02067402 1625
CAGL 1996-03-05 2001-12-23   -0.61701840    0.01592139 1909
CAGL 2001-12-24 2013-09-19   -0.05002617    0.01094886 3967
CAGS 2014-01-02 2015-01-07   -0.21073816    0.02321132  328
CAGS 2015-01-08 2017-04-24   -0.28522656    0.01492256  732
CAGS 2017-04-26 2019-03-22   -0.51185867    0.01659262  628
CAGS 2019-03-23 2024-05-10   -0.18142256    0.01063535 1633
CAGS 2024-05-11 2025-12-30   -0.45237609    0.02055985  469
CAGZ 2002-06-05 2013-09-14    0.89747618    0.01134620 3570
CALL 2009-07-08 2018-04-26    0.02984704    0.03072876 2678
CARR 1994-06-09 2003-04-22   -0.11016260    0.01444060 2902
CAS1 1994-07-23 1997-04-20   -0.01611387    0.01088439  551
CAS1 1997-04-21 1997-09-27    0.92259295    0.02397551  108
CAS1 1997-09-28 2000-02-10   -0.29670766    0.01181060  488
CAS1 2000-02-11 2005-04-04    0.15404654    0.00597825 1833
CAS1 2005-04-05 2005-08-29    0.70392997    0.02109988  143
CAS1 2005-08-30 2010-12-29    0.26078865    0.00590244 1862
CAS1 2010-12-30 2016-02-08   -0.04516791    0.00602952 1805
CAS1 2016-02-09 2025-12-29    0.12336313    0.00437071 3413
CCJ2 2014-01-02 2021-04-09   -0.10257144    0.01685396 2470
CCJ2 2021-04-10 2023-06-30   -0.39458272    0.03099395  781
CCJ2 2023-07-01 2024-06-19    0.15601323    0.04796516  297
CCJ2 2024-06-20 2025-12-30   -0.12402387    0.04021072  468
CCJM 2001-02-28 2011-03-07    0.19699305    0.01571867 3530
CEDU 1994-05-17 2002-09-26   -0.61927821    0.01640583 1494
CEDU 2002-09-27 2005-05-15   -0.35340324    0.02236474  892
CEDU 2005-05-16 2006-11-14   -0.95261013    0.02833665  475
CEDU 2006-11-15 2011-07-24   -0.45290754    0.01631008 1579
CEDU 2011-07-25 2015-01-14   -0.71386707    0.01832819 1222
CEDU 2015-01-15 2020-04-08   -0.34643851    0.01531303 1785
CEDU 2020-04-09 2025-12-30   -0.62699585    0.01447431 1939
CFAG 1995-11-13 2007-07-03    1.67947373    0.01830431 2652
CFAG 2007-07-04 2010-12-13    1.07315703    0.02673998 1206
CGGN 2011-09-16 2013-11-26    1.31017039    0.03796506  463
CGGN 2013-11-27 2016-07-11    1.02056213    0.04659936  324
CHAN 2004-12-12 2007-09-02    0.30936884    0.00972917  848
CHAN 2007-09-03 2025-12-30    0.02551008    0.00690776 1835
CHAT 1995-10-07 1996-10-02   -0.13840817    0.03649276  282
CHAT 1996-10-03 2001-11-26   -0.49410653    0.01499513 1660
CHAT 2001-11-29 2003-01-05   -0.08464973    0.03184749  371
CHAT 2003-01-06 2012-03-05    0.22113348    0.01082000 3229
CHPG 2017-01-30 2017-10-05   -0.12198142    0.06439349  247
CHPG 2017-10-06 2023-04-25   -0.57011261    0.02425121 1970
CHPG 2023-04-26 2025-12-30   -0.86920389    0.03364299  963
CHPI 2003-05-11 2016-09-25    0.03799907    0.01675898 4073
CHPI 2016-09-26 2025-12-30   -0.28540987    0.02233984 2357
CHTI 2007-12-12 2011-08-25    0.04629403    0.01521794 1262
CHTI 2011-08-26 2016-05-24   -0.10976393    0.01338074 1645
CHTI 2016-05-25 2023-01-14    0.07246510    0.01120780 2295
CHTI 2023-01-15 2025-12-30   -0.24418614    0.01660458 1057
CHUM 1997-10-14 1998-11-11    0.93376013    0.05722680  203
CHUM 1998-11-13 1999-06-06    0.08401068    0.04824141  192
CHUM 1999-06-07 1999-09-23    1.83713529    0.13755907   98
CHUM 1999-09-24 2000-05-09   -0.25523461    0.05728683  128
CHUM 2000-05-10 2000-09-19    1.37146995    0.12407473  119
CHUM 2000-09-20 2003-05-26   -0.07792314    0.02668789  753
CHUM 2003-05-27 2008-11-20    0.35269056    0.01964383 1661
CHUM 2008-11-21 2025-12-30    0.04912913    0.01914153 1599
CHUR 1994-04-15 2004-01-26    0.18296416    0.00488642 3133
CHUR 2004-01-27 2004-06-03   -0.12182478    0.02080988  129
CHUR 2004-06-04 2013-02-06    0.36106548    0.00527820 2761
CHUR 2013-02-07 2016-12-11    0.20611653    0.00775861 1261
CHUR 2016-12-12 2023-04-02    0.07747822    0.00571611 2082
CHUR 2023-04-03 2025-12-30    0.30170135    0.01039596  798
CIC1 1999-03-28 2002-04-28    0.05144207    0.02543966  867
CIC1 2002-04-29 2009-12-13    0.40781360    0.01711655 1988
CICE 1995-03-29 1999-02-07    0.02735374    0.02206263 1236
CKIS 2017-01-30 2020-12-21   -0.22937824    0.03826655  858
CKIS 2021-01-08 2025-12-30   -0.63571198    0.02900422 1543
CNMR 2003-08-08 2008-02-29   -0.71871856    0.03777011 1216
CNMR 2008-03-01 2010-11-01   -1.52886329    0.04363111  914
CNMR 2010-11-02 2023-08-17   -0.83435434    0.02141551 3787
COCO 1996-06-16 1999-06-30   -0.57424553    0.04094938  629
COCO 1999-07-01 1999-12-19   -1.59949029    0.08796792  112
COCO 1999-12-20 2000-08-23   -0.14775698    0.07405371  225
COCO 2000-08-24 2003-01-26   -1.13269030    0.03522751  807
COCO 2003-01-27 2007-02-25   -0.64875494    0.02711025 1435
COCO 2007-02-26 2011-06-27   -0.31139740    0.02712168 1447
COCO 2011-06-28 2015-11-24   -0.81722553    0.02577598 1549
COCO 2015-11-25 2021-11-26   -0.14403567    0.02605491 1522
COCO 2021-11-27 2025-12-30   -0.76330561    0.02675590 1458
CONZ 2002-05-16 2011-10-11   -0.44754458    0.01266119 3193
CONZ 2011-10-12 2015-04-05   -0.18180976    0.02071553 1240
CORD 1999-08-04 2005-08-28    1.86508135    0.02617211 1095
CORD 2005-08-29 2020-04-06    1.15781173    0.01873237 2273
CORD 2020-04-07 2025-12-30    0.76704008    0.01932526 2043
COYQ 1999-01-17 2018-10-31    0.63235916    0.00902044 3418
CPVG 2017-03-04 2020-04-01   -0.06019547    0.02302781  851
CPVG 2020-04-02 2021-09-12   -0.34487286    0.03012757  526
CPVG 2021-09-13 2025-05-22   -0.81213734    0.01906381 1257
CPVG 2025-05-23 2025-12-30   -1.27204455    0.05173044  221
CPXF 2007-07-25 2013-10-11    0.28223538    0.01042758 2109
CPXF 2013-10-12 2016-02-02    0.09792097    0.01676485  787
CPXF 2016-02-03 2021-02-24    0.47561331    0.01226676 1524
CPXF 2021-04-11 2021-07-22   -0.80286037    0.05146568  100
CPXF 2021-07-23 2025-12-30   -0.07124326    0.01452242 1073
CRAO 2000-04-28 2006-08-31   -0.46196283    0.01565304 2037
CRAO 2006-09-01 2013-12-30   -0.23197019    0.01449720 2264
CRAR 1999-01-03 2002-01-10    0.45511671    0.00787041  549
CRAR 2002-01-11 2005-04-04    0.18649821    0.00518943 1143
CRAR 2005-04-05 2006-08-11    0.23074800    0.00878161  380
CRAR 2006-08-12 2006-11-22   -0.01220461    0.01584144  102
CRAR 2006-11-23 2010-08-27    0.25705700    0.00478213 1326
CRAR 2010-08-28 2011-04-27   -0.00191116    0.01234043  243
CRAR 2011-04-28 2012-08-10    0.08787477    0.00858040  390
CRAR 2012-08-11 2013-05-27   -0.22990210    0.01176494  246
CRAR 2013-05-28 2022-05-30   -0.35603221    0.00502092 1141
