name     tbegin       tend     mu_L     mu_R     se_L     se_R  np_L  np_R    tstat       pval signif
CRO1 2003-01-19 2003-01-26  +0.8672  +0.5404  +0.1005  +0.0456   179   820  +2.9610  3.067e-03     1
CTWN 2008-11-26 2008-11-26  -0.6548  -0.9397  +0.0629  +0.0356    94   408  +3.9385  8.200e-05     1
CTWN 2010-02-28 2010-03-03  -0.9397  -0.6236  +0.0356  +0.0590   408   139  -4.5845  4.551e-06     1
CTWN 2010-07-27 2010-07-30  -0.6236  -0.7017  +0.0590  +0.0518   139   143  +0.9941  3.202e-01     0
CTWN 2012-10-12 2012-10-18  +1.5042  -0.4960  +0.0392  +0.0461   299   208 +33.0355 2.509e-239     1
DAEJ 2000-09-19 2000-10-11  +0.5763  +0.5073  +0.0248  +0.0425   476    80  +1.4029  1.607e-01     0
DAEJ 2001-01-18 2001-01-19  +0.5073  +0.2597  +0.0425  +0.0435    80   109  +4.0719  4.663e-05     1
DAEJ 2007-01-08 2007-01-23  +0.0308  -0.2743  +0.0295  +0.0390   312   220  +6.2358  4.494e-10     1
DAEJ 2017-01-28 2017-03-23  -0.1232  -0.9718  +0.0157  +0.0863   985    78  +9.6784  3.724e-22     1
DAKA 2002-03-23 2002-04-09       NA  +0.4884       NA  +0.0942    NA   137       NA         NA    NA
DAKA 2002-10-29 2002-12-06  +0.4884  +0.1750  +0.0942  +0.0527   137   292  +2.9037  3.688e-03     1
DAKA 2004-02-26 2004-02-27  +0.1750  -0.0457  +0.0527  +0.0494   292   302  +3.0534  2.263e-03     1
DARW 1998-06-27 1998-07-06  -0.3028  -0.6586  +0.0641  +0.0431   267   606  +4.6058  4.110e-06     1
DARW 2001-04-16 2001-07-03  -0.6586  -0.9907  +0.0431  +0.0816   606   192  +3.5980  3.206e-04     1
DARW 2002-05-23 2002-05-25  -2.6374  -0.6807  +0.1738  +0.0312    45  1192 -11.0802  1.565e-28     1
DARW 2007-05-30 2007-06-29  -0.3722  -0.3642  +0.0678  +0.0556   282   336  -0.0910  9.275e-01     0
DARW 2008-08-10 2008-08-23  -0.3642  -0.7465  +0.0556  +0.0504   336   518  +5.0937  3.512e-07     1
DARW 2012-03-29 2012-04-09  +0.3297  +0.4008  +0.0945  +0.1096   191    82  -0.4913  6.232e-01     0
DARW 2012-07-04 2012-07-22  +0.4008  -0.0423  +0.1096  +0.0569    82   361  +3.5878  3.335e-04     1
DARW 2018-05-10 2018-05-17  -0.0381  +0.4652  +0.0485  +0.0357   582   872  -8.3598  6.283e-17     1
DAV1 1995-08-01 1995-09-15  -0.0994  -0.2708  +0.0199  +0.0095   100   410  +7.7703  7.833e-15     1
DAV1 1998-02-15 1998-05-20  -0.2708  -0.6150  +0.0095  +0.0251   410    56 +12.8422  9.508e-38     1
DAV1 1998-07-25 1998-10-09  -0.6150  -0.9045  +0.0251  +0.0140    56   205 +10.0825  6.601e-24     1
DAV1 1999-07-24 1999-08-13  -0.9045  -0.1283  +0.0140  +0.0134   205   211 -40.0559  0.000e+00     1
DAV1 2005-04-05 2005-05-01  -0.1350  +0.0052  +0.0234  +0.0091    85   446  -5.5772  2.444e-08     1
DAVR 1999-11-03 1999-11-19       NA  -0.1318       NA  +0.0144    NA   185       NA         NA    NA
DAVR 2001-06-18 2001-07-19  +0.1737  +0.0681  +0.0133  +0.0172   179    95  +4.8630  1.156e-06     1
DAVR 2002-08-22 2002-12-27  +0.0865  +0.0201  +0.0140  +0.0118   191   245  +3.6156  2.997e-04     1
DAVR 2003-11-09 2003-11-21  +0.0201  -0.0484  +0.0118  +0.0095   245   433  +4.5117  6.431e-06     1
DAVR 2005-03-07 2005-04-25  -0.0484  -0.3398  +0.0095  +0.0179   433   109 +14.3693  8.065e-47     1
DGAR 1998-01-16 1998-01-20  -1.4450  -0.3011  +0.1433  +0.1105    87   134  -6.3213  2.593e-10     1
DGAR 1998-11-16 1999-01-09  -0.3011  -0.8075  +0.1105  +0.0727   134   320  +3.8279  1.292e-04     1
DGAR 2000-10-19 2000-10-28  -0.8075  -0.5302  +0.0727  +0.0497   320   702  -3.1490  1.639e-03     1
DGAR 2005-08-20 2005-09-26  -0.5302  -0.1412  +0.0497  +0.0377   702  1235  -6.2355  4.504e-10     1
DGAR 2009-08-15 2009-08-23  -0.1412  -0.4109  +0.0377  +0.0475  1235   763  +4.4452  8.783e-06     1
DGAR 2012-01-23 2012-01-26  +0.4413  -0.4072  +0.1453  +0.0323    95  1667  +5.7007  1.193e-08     1
DGAR 2017-03-12 2017-03-14  -0.4072  -0.1443  +0.0323  +0.0545  1667   573  -4.1488  3.342e-05     1
DGAR 2019-05-20 2019-06-13  -0.1443  -0.5456  +0.0545  +0.0397   573  1096  +5.9498  2.684e-09     1
DGAR 2023-04-13 2023-04-19  -1.1639  -0.8185  +0.0793  +0.0479   271   763  -3.7279  1.931e-04     1
DGAR 2025-06-02 2025-06-08  -0.8185  -0.5785  +0.0479  +0.0918   763   205  -2.3193  2.038e-02     1
DGAV 2012-01-23 2012-01-26  +0.2477  -0.3635  +0.1019  +0.1106   149   118  +4.0642  4.819e-05     1
DGAV 2012-05-26 2012-06-04  -0.3635  -0.3904  +0.1106  +0.0314   118  1507  +0.2335  8.154e-01     0
DRAG 2000-04-02 2000-04-23  +2.5138  +2.8623  +0.1036  +0.1242    49    50  -2.1554  3.113e-02     1
DRAG 2000-07-13 2000-08-07  +2.8623  +2.8926  +0.1242  +0.1412    50    60  -0.1616  8.716e-01     0
DRAG 2001-10-13 2001-10-13  +1.6438  +1.8774  +0.0517  +0.0307   232   710  -3.8825  1.034e-04     1
DRAG 2004-10-11 2004-10-20  +1.8774  +1.9276  +0.0307  +0.0301   710   751  -1.1703  2.419e-01     0
DRAG 2010-01-16 2010-02-18  +1.9070  +2.2603  +0.0475  +0.0766   306   105  -3.9191  8.887e-05     1
DRAG 2012-08-21 2012-09-19  +2.0203  +2.2098  +0.0349  +0.0495   557   245  -3.1303  1.746e-03     1
DRAO 1998-10-09 1998-11-08  +0.2692  +0.4646  +0.0271  +0.0299   320   191  -4.8400  1.299e-06     1
DRAO 1999-05-23 1999-06-06  +0.4646  +0.0734  +0.0299  +0.0299   191   259  +9.2431  2.395e-20     1
DRAO 2001-03-19 2001-03-24  -0.1748  +0.3938  +0.0328  +0.0177   148   782 -15.2751  1.121e-52     1
DRAO 2004-03-10 2004-04-13  +0.2716  +0.2128  +0.0314  +0.0095   184  2705  +1.7936  7.287e-02     0
DRAO 2011-12-25 2012-01-07  +0.2128  +0.1411  +0.0095  +0.0145  2705  1081  +4.1301  3.626e-05     1
DRAO 2015-02-22 2015-03-13  +0.1411  +0.1114  +0.0145  +0.0246  1081   382  +1.0393  2.987e-01     0
DRAO 2021-11-30 2021-12-02  +0.3553  +0.1731  +0.0179  +0.0128   728  1401  +8.2840  1.191e-16     1
DUBO 1998-02-14 1998-02-20  +0.7740  +0.6499  +0.0173  +0.0397   381    66  +2.8632  4.194e-03     1
DUBO 2000-03-27 2000-04-20  +0.2706  +0.7788  +0.0218  +0.0502   169   161  -9.2802  1.692e-20     1
DUBO 2004-03-24 2004-03-26  +0.1635  +0.4078  +0.0282  +0.0095    78  1562  -8.2010  2.384e-16     1
DUBO 2012-03-10 2012-03-25  +0.1643  -0.0504  +0.0106  +0.0078  1079  2248 +16.3683  3.219e-60     1
DUBO 2023-09-22 2023-10-23  -0.0758  -0.0458  +0.0234  +0.0421   255    59  -0.6228  5.334e-01     0
DUBO 2023-12-22 2024-02-05  -0.0458  -0.2491  +0.0421  +0.0163    59   531  +4.4999  6.799e-06     1
DUBO 2025-08-23 2025-10-13  -0.2491  -0.2339  +0.0163  +0.0369   531    78  -0.3755  7.073e-01     0
DUM1 1999-03-03 1999-03-11  +0.3269  -0.0165  +0.0148  +0.0218   324   143 +13.0436  6.916e-39     1
DUM1 2002-02-03 2002-03-06  +0.4654  +0.3390  +0.0102  +0.0218   668   146  +5.2603  1.438e-07     1
DUM1 2004-05-26 2004-06-26  +0.5574  +0.2220  +0.0108  +0.0212   601   128 +14.0636  6.354e-45     1
DUM1 2006-09-16 2006-09-20  +0.4501  +0.5464  +0.0143  +0.0156   347   300  -4.5547  5.246e-06     1
DUM1 2008-05-06 2008-05-11  +0.6669  +0.6912  +0.0215  +0.0148   165   318  -0.9305  3.521e-01     0
DUM1 2010-10-06 2010-11-12  +0.2453  +0.4054  +0.0319  +0.0172    57   265  -4.4210  9.822e-06     1
DUM1 2012-07-21 2012-08-27  -0.6626  +0.0334  +0.0386  +0.0161    44   281 -16.6475  3.153e-62     1
EIL1 2001-02-09 2001-02-23  -0.1079  +0.0278  +0.0233  +0.0268   222   210  -3.8218  1.325e-04     1
EIL1 2002-01-09 2002-02-07  -0.2385  -0.0281  +0.0314  +0.0307    84    75  -4.7861  1.701e-06     1
EIL1 2002-04-27 2002-05-28  -0.0281  +0.3785  +0.0307  +0.0842    75    65  -4.5352  5.754e-06     1
EIL1 2002-12-07 2002-12-22  +0.4104  +0.0416  +0.0438  +0.0320    43    69  +6.8024  1.029e-11     1
EIL1 2003-03-02 2003-03-26  +0.0416  +0.0074  +0.0320  +0.0183    69   403  +0.9282  3.533e-01     0
EIL1 2004-08-06 2004-08-25  +0.0074  -0.0258  +0.0183  +0.0432   403    75  +0.7076  4.792e-01     0
EIL1 2004-11-14 2005-01-15  -0.0258  +0.3020  +0.0432  +0.0233    75   225  -6.6790  2.406e-11     1
EIL1 2007-01-12 2007-02-12  +0.3255  +0.1049  +0.0252  +0.0126   231   712  +7.8261  5.031e-15     1
EIL1 2009-02-12 2009-03-12  +0.1049  +0.1208  +0.0126  +0.0166   712   387  -0.7662  4.436e-01     0
EISL 1994-05-04 1994-09-30       NA  -1.6977       NA  +0.1444    NA    55       NA         NA    NA
EISL 2000-03-16 2000-05-13  -0.9591  -1.2569  +0.0358  +0.0497   898   401  +4.8648  1.145e-06     1
EISL 2004-09-12 2004-12-12  -0.8744       NA  +0.0453       NA   498    NA       NA         NA    NA
EPRT 1999-01-23 1999-01-24  +0.8283  +0.5044  +0.0421  +0.0225   107   476  +6.7819  1.186e-11     1
EPRT 2004-04-22 2004-04-22  +0.4449  +0.2442  +0.0324  +0.0127   140  1489  +5.7664  8.099e-09     1
EPRT 2010-03-07 2010-03-21  +0.2442  +0.1300  +0.0127  +0.0223  1489   578  +4.4561  8.346e-06     1
ETAD 2008-10-30 2008-12-17  +0.1803  +0.0491  +0.0538  +0.0573   212   193  +1.6685  9.523e-02     0
ETAD 2010-01-20 2011-11-13  +0.0491  +0.2231  +0.0573  +0.0480   193   283  -2.3276  1.993e-02     1
ETAD 2013-01-01 2013-01-12  +0.2231  +0.9822  +0.0480  +0.1082   283    40  -6.4111  1.445e-10     1
FAA1 2016-06-08 2016-06-18  +0.3442  +1.1045  +0.0804  +0.0548   239   498  -7.8166  5.426e-15     1
FAA1 2017-11-18 2017-11-20  +1.1045  +1.7663  +0.0548  +0.1348   498    82  -4.5489  5.393e-06     1
FAA1 2019-08-05 2019-08-06  +1.7744  +2.3921  +0.0626  +0.0466   390   697  -7.9146  2.481e-15     1
FAIR 1998-01-29 1998-02-18  +0.5783  +0.2971  +0.0129  +0.0202   599   264 +11.7241  9.586e-32     1
FAIR 1998-12-21 1999-01-20  +0.2971  +0.3066  +0.0202  +0.0156   264   323  -0.3733  7.089e-01     0
FAIR 2015-11-25 2015-12-29  +0.3920  +0.3420  +0.0212  +0.0146   268   411  +1.9425  5.208e-02     0
FAIR 2017-02-24 2017-03-24  +0.3420  +0.4890  +0.0146  +0.0285   411   205  -4.5874  4.488e-06     1
FAIR 2018-03-04 2018-03-12  +1.4401  +1.2530  +0.0219  +0.0098   133  1024  +7.7913  6.631e-15     1
FAIR 2021-12-25 2022-01-22  +0.9467  +0.8440  +0.0176  +0.0180   325   320  +4.0747  4.607e-05     1
FAIR 2023-02-05 2023-03-07  +1.8719  +1.1662  +0.0347  +0.0129    48   610 +19.0862  3.287e-81     1
FAIV 2010-03-21 2010-04-12  +0.0985  -0.1481  +0.0231  +0.0439    96    65  +4.9668  6.808e-07     1
FAIV 2010-06-21 2010-06-26  -0.1481  +0.0471  +0.0439  +0.0527    65    72  -2.8449  4.442e-03     1
FAIV 2010-09-13 2010-09-22  +0.0471  -0.0882  +0.0527  +0.0335    72    62  +2.1682  3.015e-02     1
FAIV 2010-12-23 2011-02-27  -0.0882  +0.3310  +0.0335  +0.0267    62    81  -9.8003  1.122e-22     1
FAIV 2012-02-10 2012-03-19  -0.0415  +0.1751  +0.0196  +0.0242   234   200  -6.9495  3.665e-12     1
FAIV 2012-10-12 2012-12-08  +0.1751  +0.0916  +0.0242  +0.0178   200   234  +2.7785  5.461e-03     1
FAIV 2013-08-10 2013-08-11  +0.0916  -0.1417  +0.0178  +0.0357   234    80  +5.8548  4.777e-09     1
FAIV 2013-11-08 2013-11-14  -0.1417  +0.1156  +0.0357  +0.0228    80   108  -6.0788  1.211e-09     1
FAIV 2014-03-07 2014-04-05  +0.1156  +0.0470  +0.0228  +0.0148   108   347  +2.5246  1.158e-02     1
FAIV 2017-03-14 2017-04-24  -0.0295  +0.0148  +0.0143  +0.0326   365   156  -1.2436  2.137e-01     0
FALE 1997-10-24 1997-10-28  -0.1703  +0.1126  +0.0949  +0.1217   245   137  -1.8327  6.684e-02     0
FALE 1998-03-30 1998-04-15  +0.1126  -0.3688  +0.1217  +0.0827   137   328  +3.2712  1.071e-03     1
FALE 1999-04-28 1999-05-03  -0.3688  -0.1967  +0.0827  +0.0589   328   661  -1.6948  9.011e-02     0
FALE 2001-11-01 2001-11-01  +1.0056  +0.3249  +0.2007  +0.0734    60   416  +3.1847  1.449e-03     1
FALE 2003-02-16 2003-02-17  +0.3249  -0.2036  +0.0734  +0.1919   416    48  +2.5719  1.011e-02     1
FALE 2003-06-01 2003-11-04  -0.2036  +0.8976  +0.1919  +0.1530    48    90  -4.4866  7.238e-06     1
FALE 2004-03-15 2004-04-07  +0.8976  +0.3802  +0.1530  +0.0508    90   888  +3.2090  1.332e-03     1
FALE 2007-01-15 2007-01-15  +0.3802  +0.6896  +0.0508  +0.0694   888   451  -3.5967  3.223e-04     1
FLIN 1996-12-03 1997-01-05  +0.9889  +0.7583  +0.0359  +0.0216   168   256  +5.4999  3.800e-08     1
FLIN 2000-01-28 2000-03-03  +0.5432  +0.5661  +0.0266  +0.0065   117  2645  -0.8350  4.037e-01     0
FLIN 2015-12-13 2016-01-18  +0.1366  +0.1719  +0.0269  +0.0151   237   421  -1.1469  2.514e-01     0
FLIN 2024-01-31 2024-02-03  +0.0377  -0.0153  +0.0201  +0.0137   318   633  +2.1757  2.957e-02     1
FLIN 2025-12-08 2025-12-30  -0.0153       NA  +0.0137       NA   633    NA       NA         NA    NA
FLRS 2008-09-28 2008-10-24  -0.0992  -0.0328  +0.1202  +0.0181    68  2060  -0.5463  5.849e-01     0
FLRS 2015-02-20 2015-03-09  -0.0328  +0.0107  +0.0181  +0.0270  2060   940  -1.3389  1.806e-01     0
FLRS 2018-01-14 2018-01-23  +0.0107  +0.3983  +0.0270  +0.0742   940   102  -4.9120  9.014e-07     1
FLRS 2018-05-13 2018-05-18  +0.3983  +0.1108  +0.0742  +0.0531   102   261  +3.1525  1.619e-03     1
FLRS 2019-02-20 2019-03-04  +0.1108  +0.2480  +0.0531  +0.0385   261   445  -2.0911  3.652e-02     1
FORT 1998-02-14 1998-05-05  -2.4779  -2.1318  +0.1724  +0.1091    83   198  -1.6965  8.979e-02     0
FORT 1999-04-18 1999-04-22  -2.1318  -2.4796  +0.1091  +0.2169   198    64  +1.4327  1.520e-01     0
FORT 1999-07-20 1999-08-10  -2.4796  -1.6719  +0.2169  +0.1509    64   102  -3.0571  2.235e-03     1
FRDN 2015-10-01 2015-10-06  +0.1976  +0.3338  +0.0186  +0.0090   588  2440  -6.5858  4.526e-11     1
FRDN 2022-12-07 2022-12-07  +0.3338  +0.3730  +0.0090  +0.0543  2440    40  -0.7118  4.766e-01     0
FRDN 2023-01-17 2023-01-18  +0.3730  +0.2360  +0.0543  +0.0141    40   985  +2.4389  1.473e-02     1
FTNA 2022-10-26 2022-11-01  -1.0082  -0.7426  +0.0428  +0.0919  1142   266  -2.6200  8.793e-03     1
FUNC 2014-01-02 2014-01-30       NA  +0.0089       NA  +0.0730    NA    98       NA         NA    NA
FUNC 2014-05-14 2014-05-19  +0.0089  +0.4498  +0.0730  +0.0792    98   103  -4.0945  4.231e-05     1
FUNC 2014-09-01 2014-09-11  +0.4498  +0.6957  +0.0792  +0.0551   103   200  -2.5487  1.081e-02     1
FUNC 2015-04-06 2015-05-09  +0.6957  +0.4233  +0.0551  +0.0387   200   404  +4.0463  5.204e-05     1
FUNC 2016-07-22 2016-08-23  +0.4233  +0.3550  +0.0387  +0.0476   404   263  +1.1153  2.647e-01     0
FUNC 2017-06-16 2017-06-25  +0.3550  +0.8480  +0.0476  +0.0557   263   217  -6.7304  1.692e-11     1
FUNC 2018-02-24 2018-03-09  +0.8480  +0.6898  +0.0557  +0.0494   217   256  +2.1254  3.355e-02     1
FUNC 2018-12-06 2018-12-08  +0.6898  +0.6547  +0.0494  +0.0373   256   435  +0.5666  5.710e-01     0
FUNC 2020-02-22 2020-02-24  +0.6547  +0.6705  +0.0373  +0.0477   435   270  -0.2602  7.947e-01     0
FUNC 2022-01-15 2022-01-22  +0.7148  +0.5726  +0.0427  +0.0297   337   696  +2.7360  6.219e-03     1
FUNC 2024-01-11 2024-01-26  +0.5726  +0.4192  +0.0297  +0.0847   696    71  +1.7084  8.756e-02     0
FUNC 2024-04-10 2024-04-11  +0.4192  +0.4696  +0.0847  +0.0556    71   207  -0.4967  6.194e-01     0
FUNC 2024-11-08 2024-11-10  +0.4696  +0.4512  +0.0556  +0.0417   207   354  +0.2647  7.913e-01     0
GALA 1996-04-20 1996-05-26  +1.0371  +1.3014  +0.1612  +0.1475    69    62  -1.2098  2.264e-01     0
GALA 1997-01-01 1997-01-04  +0.2885  +0.9899  +0.1254  +0.1106    78   116  -4.1944  2.736e-05     1
GALA 1997-12-19 1998-01-25  -0.4006  +1.7391  +0.1629  +0.1647    49    57  -9.2346  2.593e-20     1
GALA 2000-08-30 2000-08-31  +0.6210  +1.1118  +0.0641  +0.1762   347    40  -2.6176  8.854e-03     1
GALA 2000-10-13 2000-10-21  +1.1118  +0.8153  +0.1762  +0.0515    40   497  +1.6152  1.063e-01     0
GALA 2002-04-27 2002-11-08  +0.8153       NA  +0.0515       NA   497    NA       NA         NA    NA
GANP 2005-03-18 2005-03-19  +0.5535  +0.4613  +0.0167  +0.0145   503   762  +4.1760  2.967e-05     1
GANP 2007-05-22 2007-06-15  +0.4613  +0.3190  +0.0145  +0.0261   762   238  +4.7704  1.839e-06     1
GANP 2008-02-22 2008-02-24  +0.3190  +0.2620  +0.0261  +0.0197   238   392  +1.7441  8.114e-02     0
GANP 2009-04-04 2009-04-07  +0.2620  +0.1013  +0.0197  +0.0207   392   371  +5.6201  1.909e-08     1
GANP 2012-02-24 2012-03-03  +0.2302  +0.0990  +0.0191  +0.0141   397   817  +5.5227  3.339e-08     1
GANP 2014-11-28 2014-12-02  +0.0628  -0.0030  +0.0507  +0.0291    65   113  +1.1260  2.602e-01     0
GANP 2018-04-14 2018-04-25  +0.6734  +0.9080  +0.0181  +0.0455   435   159  -4.7868  1.695e-06     1
GANP 2018-10-08 2018-11-17  +0.9080  +0.6149  +0.0455  +0.0327   159    93  +5.2263  1.730e-07     1
GANP 2024-02-02 2024-02-06  +0.8187  +0.7351  +0.0124  +0.0160  1049   659  +4.1274  3.668e-05     1
GLPS 2003-07-09 2003-07-10  +0.1461  +0.4351  +0.0746  +0.0915   172    97  -2.4473  1.439e-02     1
GLPS 2007-05-31 2007-06-04  +0.2799  +0.1037  +0.0847  +0.0314   139   891  +1.9508  5.108e-02     0
GLPS 2010-08-18 2010-08-25  +0.1037  +0.3912  +0.0314  +0.0445   891   451  -5.2792  1.298e-07     1
GLPS 2015-01-06 2015-01-22  -0.1993  +0.3466  +0.0441  +0.0911   459   125  -5.3920  6.968e-08     1
GLPS 2016-12-03 2016-12-04  -0.5227  +0.3049  +0.0535  +0.0444   290   453 -11.8976  1.218e-32     1
GLPS 2018-03-23 2018-04-15  +0.3049  -0.0112  +0.0444  +0.0377   453   618  +5.4280  5.699e-08     1
GLPS 2023-01-28 2023-02-02  -1.1696  -0.5675  +0.0641  +0.1018   199   112  -5.0032  5.638e-07     1
GLPS 2024-03-11 2024-03-27  -1.6401  -0.7452  +0.0557  +0.1067   272    88  -7.4375  1.026e-13     1
GLSV 1998-09-06 1998-10-10  +0.7322  +0.4564  +0.0516  +0.0423   136    92  +4.1351  3.548e-05     1
GLSV 1999-01-17 1999-01-26  +0.4564  +0.5153  +0.0423  +0.0366    92   115  -1.0519  2.928e-01     0
GLSV 2000-11-25 2000-11-26  +0.4914  +0.6051  +0.0239  +0.0284   362   190  -3.0646  2.179e-03     1
GLSV 2002-08-21 2002-09-09  -0.2841  +0.5263  +0.1213  +0.0147    43   893  -6.6335  3.278e-11     1
GLSV 2006-01-05 2006-01-17  +0.4322  +0.5645  +0.0547  +0.0173    49   677  -2.3036  2.124e-02     1
GLSV 2008-02-11 2008-02-12  +0.5645  +0.1387  +0.0173  +0.0189   677   623 +16.5970  7.331e-62     1
GLSV 2015-02-24 2015-02-24  +0.3428  +0.3244  +0.0191  +0.0132   508  1198  +0.7927  4.279e-01     0
GLSV 2020-01-02 2020-02-09  +0.5088  +0.3919  +0.0206  +0.0383   495   123  +2.6856  7.241e-03     1
GMAS 2003-04-13 2008-02-19       NA  -0.1525       NA  +0.1205    NA    49       NA         NA    NA
GMAS 2008-04-14 2008-04-29  -0.1525  -1.0785  +0.1205  +0.0873    49   117  +6.2227  4.887e-10     1
GMAS 2009-07-24 2009-08-02  -0.7867  -0.8760  +0.0722  +0.0600   133   211  +0.9513  3.415e-01     0
GMAS 2010-04-18 2010-04-24  -0.8760  -0.6972  +0.0600  +0.0839   211   119  -1.7335  8.300e-02     0
GMAS 2010-12-04 2010-12-21  -0.6972  -0.6936  +0.0839  +0.0767   119   110  -0.0312  9.751e-01     0
GMAS 2011-04-19 2011-05-06  -0.6936  -0.4885  +0.0767  +0.0653   110   207  -2.0361  4.174e-02     1
GMAS 2011-12-10 2011-12-11  -0.4885  -0.1278  +0.0653  +0.0661   207   142  -3.8813  1.039e-04     1
GMAS 2012-05-08 2012-05-08  -0.1278  -0.7181  +0.0661  +0.0708   142   184  +6.0952  1.093e-09     1
GMAS 2012-11-18 2012-11-21  -0.7181  -0.2991  +0.0708  +0.0736   184   120  -4.1032  4.075e-05     1
GODE 1995-11-03 1995-11-04  +0.5029  +1.1017  +0.0558  +0.0349   161   208  -9.1016  8.901e-20     1
GODE 1998-01-06 1998-01-08  +1.3249  +1.1581  +0.0509  +0.0434    93   142  +2.4938  1.264e-02     1
GODE 1999-06-30 1999-11-20  +0.9246  +0.7359  +0.0518  +0.0569    80    68  +2.4528  1.417e-02     1
GODE 2014-01-03 2014-01-12  +1.1851  +1.0583  +0.0562  +0.0456    87   122  +1.7503  8.007e-02     0
GODE 2015-08-15 2015-10-02  -0.0197  +1.3216  +0.0882  +0.0122   100  2144 -15.0600  2.967e-51     1
GODE 2022-01-02 2022-01-03  +1.3216  +1.1502  +0.0122  +0.0153  2144  1389  +8.7394  2.344e-18     1
GODZ 2007-04-21 2007-04-25  +0.7766  +0.8116  +0.0183  +0.0561  1038   181  -0.5926  5.534e-01     0
GODZ 2007-11-26 2007-11-26  +0.8116  +0.6687  +0.0561  +0.0401   181   245  +2.0726  3.820e-02     1
GODZ 2014-01-03 2014-01-12  +0.6186  +0.6819  +0.0154  +0.0255  1552   540  -2.1234  3.372e-02     1
GODZ 2015-08-15 2015-09-07  +0.6819  +0.8677  +0.0255  +0.0334   540   258  -4.4219  9.786e-06     1
GOL2 1999-11-17 1999-11-21  +0.1342  +0.2103  +0.0606  +0.0521    78    54  -0.9518  3.412e-01     0
GOL2 2000-01-23 2000-02-28  +0.2103  +0.5057  +0.0521  +0.0548    54    89  -3.9044  9.445e-05     1
GOL2 2000-06-19 2000-11-26  +0.5057  +0.5533  +0.0548  +0.0221    89   502  -0.8052  4.207e-01     0
GOL2 2018-07-16 2018-09-06  +0.5533  +0.3846  +0.0221  +0.0282   502   254  +4.7037  2.555e-06     1
GOL2 2019-05-22 2019-06-19  +0.3846  +0.4171  +0.0282  +0.0446   254   155  -0.6153  5.384e-01     0
GOL2 2019-12-07 2019-12-08  +0.4171  +0.3371  +0.0446  +0.0370   155   134  +1.3799  1.676e-01     0
GOL2 2020-04-21 2020-04-24  +0.3371  +0.5134  +0.0370  +0.0186   134   736  -4.2587  2.056e-05     1
GOL2 2022-08-02 2022-08-18  +0.5134  +0.3520  +0.0186  +0.0283   736   260  +4.7667  1.873e-06     1
GOL2 2023-05-18 2023-05-23  +0.3520  +0.4484  +0.0283  +0.0931   260    55  -0.9904  3.220e-01     0
GOL2 2023-07-20 2023-08-16  +0.4484  +0.3107  +0.0931  +0.0269    55   318  +1.4208  1.554e-01     0
GOL2 2024-07-12 2024-07-25  +0.3107  +0.3116  +0.0269  +0.0524   318   118  -0.0153  9.878e-01     0
GOL2 2024-11-23 2024-11-24  +0.3116  +0.5746  +0.0524  +0.0249   118   378  -4.5353  5.751e-06     1
GOL2 2025-12-20 2025-12-30  +0.5746       NA  +0.0249       NA   378    NA       NA         NA    NA
GOLD 1997-05-10 1997-05-18  +0.5708  +1.1209  +0.0314  +0.1030   295    49  -5.1090  3.239e-07     1
GOLD 1998-01-13 1998-01-18  +0.4034  +0.2965  +0.0440  +0.0451   153   152  +1.6962  8.984e-02     0
GOLD 2000-10-07 2000-10-09  +0.7538  +0.1844  +0.0760  +0.0375   128   153  +6.7140  1.893e-11     1
GOLD 2001-03-21 2001-03-26  +0.1844  +0.3687  +0.0375  +0.0290   153   354  -3.8847  1.025e-04     1
GOLD 2019-05-22 2019-06-19  +0.4795  +0.4354  +0.0235  +0.0171   527  1042  +1.5172  1.292e-01     0
GOLD 2022-08-02 2022-08-18  +0.4354  +0.3248  +0.0171  +0.0312  1042   261  +3.1069  1.891e-03     1
GOLD 2023-05-18 2023-05-23  +0.3248  +0.2437  +0.0312  +0.0305   261   312  +1.8599  6.289e-02     0
GOPE 1995-12-04 1996-02-17  -0.5211  -0.5779  +0.0500  +0.0422    70    60  +0.8686  3.850e-01     0
GOPE 1999-01-27 1999-02-01  -0.9485  -1.0898  +0.0262  +0.0268   276   258  +3.7733  1.611e-04     1
GOPE 2014-10-05 2014-10-13  +0.0292  +0.5075  +0.0429  +0.0206   160   376 -10.0551  8.720e-24     1
GOPE 2015-11-01 2015-11-05  +0.5075  +0.3362  +0.0206  +0.0230   376   261  +5.5511  2.839e-08     1
GOUG 2003-08-12 2003-08-29  +0.0131  -0.4346  +0.0217  +0.0461  1335   294  +8.7883  1.519e-18     1
GOUG 2008-04-27 2008-06-13  +2.0855  +2.5911  +0.1176  +0.0821    54    77  -3.5259  4.220e-04     1
GRAS 1995-04-08 1995-04-09  +0.0106  +0.3936  +0.0723  +0.0907    42    43  -3.3034  9.551e-04     1
GRAS 1997-02-15 1997-04-23  -0.1634  +0.0527  +0.0251  +0.0218   439   664  -6.4981  8.135e-11     1
GRAS 2003-09-12 2003-09-18  +0.1202  +0.2525  +0.0222  +0.0351   717   296  -3.1895  1.425e-03     1
GRAS 2004-10-04 2004-11-04  +0.2525  +0.2064  +0.0351  +0.0167   296  1082  +1.1893  2.343e-01     0
GRAS 2008-02-07 2008-02-29  +0.2064  +0.1193  +0.0167  +0.0162  1082  1228  +3.7399  1.841e-04     1
